epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,318.243,1.14707,0.9401,1.33093,0.83939,0.48837,0.55388,0.33555,1.5026,2.79174,1.51829,0.0005446,0.0005446,0.0005446
25,331.491,1.1937,0.93223,1.34898,0.75976,0.50284,0.58014,0.35477,1.54292,2.65209,1.5305,0.0005248,0.0005248,0.0005248
26,344.226,1.16142,0.91987,1.33155,0.79723,0.49661,0.55941,0.34976,1.52179,2.78737,1.51971,0.000505,0.000505,0.000505
27,357.449,1.15154,0.88652,1.32286,0.80362,0.52146,0.58,0.36318,1.47722,2.60942,1.51029,0.0004852,0.0004852,0.0004852
28,370.97,1.10667,0.85364,1.30808,0.83361,0.53484,0.58564,0.36443,1.48764,2.71023,1.49287,0.0004654,0.0004654,0.0004654
29,384.103,1.14533,0.84326,1.30523,0.75702,0.51883,0.58281,0.3655,1.49785,2.67323,1.51499,0.0004456,0.0004456,0.0004456
30,396.788,1.09793,0.81888,1.28316,0.88196,0.5457,0.604,0.38115,1.45857,2.58413,1.52167,0.0004258,0.0004258,0.0004258
31,409.435,1.11046,0.82634,1.29807,0.84372,0.54944,0.58386,0.36284,1.48644,2.69252,1.49748,0.000406,0.000406,0.000406
32,422.369,1.09536,0.77265,1.26562,0.83514,0.50701,0.58283,0.36746,1.43559,2.79653,1.4776,0.0003862,0.0003862,0.0003862
33,435.115,1.10616,0.82292,1.28691,0.89128,0.55305,0.60754,0.37295,1.44589,2.75439,1.47885,0.0003664,0.0003664,0.0003664
34,448.371,1.1013,0.7925,1.27154,0.79501,0.55339,0.59323,0.37034,1.4486,2.6509,1.45913,0.0003466,0.0003466,0.0003466
35,461.296,1.10802,0.80168,1.28672,0.95453,0.5198,0.61582,0.37959,1.48408,2.57046,1.47043,0.0003268,0.0003268,0.0003268
36,474.445,1.07515,0.74991,1.26202,0.8766,0.53484,0.6084,0.38924,1.42885,2.60111,1.45527,0.000307,0.000307,0.000307
37,487.898,1.04576,0.7437,1.25582,0.83809,0.53086,0.61653,0.38239,1.46185,2.58131,1.45633,0.0002872,0.0002872,0.0002872
38,500.924,1.04926,0.74532,1.25155,0.9185,0.50497,0.59417,0.3815,1.43625,2.70223,1.44039,0.0002674,0.0002674,0.0002674
39,514.074,1.05579,0.72587,1.2423,0.99134,0.54265,0.62618,0.39677,1.4558,2.56156,1.44467,0.0002476,0.0002476,0.0002476
40,527.665,1.05112,0.73096,1.25515,0.97177,0.49389,0.60965,0.39015,1.45029,2.59286,1.46749,0.0002278,0.0002278,0.0002278
41,542.28,0.98774,0.69447,1.25484,0.93801,0.5233,0.61421,0.38053,1.46216,2.63035,1.47648,0.000208,0.000208,0.000208
42,554.818,0.964,0.67967,1.23033,0.84317,0.54186,0.60287,0.38037,1.41764,2.67748,1.44439,0.0001882,0.0001882,0.0001882
43,566.488,0.96965,0.63873,1.24785,0.84466,0.531,0.59924,0.38831,1.41123,2.73923,1.45097,0.0001684,0.0001684,0.0001684
44,578.42,0.94627,0.64366,1.23251,0.8698,0.531,0.59808,0.38595,1.39786,2.7312,1.43528,0.0001486,0.0001486,0.0001486
45,590.857,0.92813,0.62706,1.22984,0.90123,0.50894,0.60204,0.38633,1.40856,2.7041,1.44192,0.0001288,0.0001288,0.0001288
46,603.86,0.93026,0.63996,1.20417,0.90973,0.52364,0.60467,0.39142,1.42897,2.65362,1.45187,0.000109,0.000109,0.000109
47,616.67,0.91798,0.5942,1.19902,0.92855,0.51595,0.60482,0.39716,1.41524,2.65147,1.44249,8.92e-05,8.92e-05,8.92e-05
48,629.5,0.9063,0.59503,1.22487,0.93659,0.52482,0.61248,0.39445,1.3999,2.67723,1.43875,6.94e-05,6.94e-05,6.94e-05
49,641.799,0.92797,0.5894,1.21571,0.89943,0.53176,0.61169,0.39307,1.41012,2.68554,1.43756,4.96e-05,4.96e-05,4.96e-05
50,654.615,0.87853,0.59982,1.18145,0.89197,0.51502,0.60638,0.38929,1.4105,2.68841,1.43359,2.98e-05,2.98e-05,2.98e-05
