epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,55.2166,1.75959,1.70646,1.71832,0.55212,0.56867,0.53924,0.28389,1.8232,2.26531,1.80827,0.000732211,0.000732211,0.000732211
15,57.5971,1.69099,1.63438,1.60411,0.56404,0.64389,0.60279,0.31208,1.7728,2.06079,1.77038,0.000764332,0.000764332,0.000764332
16,59.9992,1.70928,1.61464,1.62852,0.64764,0.64389,0.64945,0.34627,1.74092,1.83828,1.73749,0.000793624,0.000793624,0.000793624
17,62.3924,1.68249,1.63142,1.63376,0.74429,0.6219,0.68602,0.37449,1.74802,1.60108,1.69417,0.000820086,0.000820086,0.000820086
18,65.3631,1.70983,1.54549,1.60524,0.7531,0.65253,0.69407,0.37582,1.73985,1.61929,1.67899,0.000843719,0.000843719,0.000843719
19,68.6219,1.65512,1.53793,1.61565,0.67956,0.63626,0.66766,0.3638,1.7526,1.63049,1.68267,0.000864522,0.000864522,0.000864522
20,70.9942,1.57923,1.44118,1.55063,0.7463,0.6158,0.69551,0.37056,1.74754,1.57096,1.67044,0.000882496,0.000882496,0.000882496
21,73.3912,1.6457,1.46544,1.54802,0.79697,0.67115,0.72277,0.37543,1.74579,1.49861,1.65992,0.000863116,0.000863116,0.000863116
22,75.8241,1.59107,1.42177,1.55501,0.81856,0.65276,0.71266,0.38856,1.7149,1.42656,1.63853,0.000834822,0.000834822,0.000834822
23,78.1373,1.63766,1.40329,1.53513,0.85995,0.63654,0.72795,0.40209,1.68847,1.4066,1.62591,0.000806528,0.000806528,0.000806528
24,81.8581,1.5705,1.419,1.51942,0.82609,0.65143,0.73112,0.39877,1.66544,1.38345,1.61551,0.000778233,0.000778233,0.000778233
25,84.4401,1.55206,1.37786,1.48608,0.85093,0.625,0.72503,0.40464,1.65482,1.38666,1.60742,0.000749939,0.000749939,0.000749939
26,87.1655,1.53812,1.33138,1.48748,0.84723,0.62919,0.7206,0.40135,1.65853,1.41871,1.61654,0.000721645,0.000721645,0.000721645
27,89.4651,1.55582,1.40441,1.51015,0.82334,0.65119,0.71884,0.39427,1.69628,1.44855,1.64339,0.000693351,0.000693351,0.000693351
28,91.8013,1.51344,1.32397,1.44537,0.77826,0.66123,0.72068,0.38394,1.6769,1.4841,1.61839,0.000665057,0.000665057,0.000665057
29,94.9596,1.4243,1.28919,1.45222,0.80394,0.61233,0.71961,0.38489,1.66304,1.52268,1.59759,0.000636762,0.000636762,0.000636762
30,98.4268,1.59617,1.34316,1.48882,0.76953,0.64492,0.72122,0.38992,1.63678,1.49902,1.57624,0.000608468,0.000608468,0.000608468
31,100.729,1.55428,1.34526,1.47192,0.78549,0.67299,0.7328,0.39648,1.61647,1.45251,1.57011,0.000580174,0.000580174,0.000580174
32,103.183,1.50045,1.29119,1.46261,0.71949,0.67932,0.71575,0.39702,1.63877,1.41743,1.58921,0.00055188,0.00055188,0.00055188
33,105.458,1.51853,1.31116,1.48727,0.74925,0.66957,0.72021,0.4022,1.62656,1.4064,1.58337,0.000523586,0.000523586,0.000523586
34,108.06,1.51515,1.2266,1.44556,0.78533,0.65909,0.72766,0.40659,1.62543,1.38777,1.58529,0.000495291,0.000495291,0.000495291
35,111.637,1.48352,1.28557,1.47254,0.80146,0.65928,0.73433,0.41909,1.6229,1.34705,1.57984,0.000466997,0.000466997,0.000466997
36,114.055,1.49189,1.25787,1.45662,0.89424,0.6328,0.76331,0.4399,1.59847,1.25291,1.55987,0.000438703,0.000438703,0.000438703
37,116.36,1.48123,1.20871,1.42989,0.86216,0.65484,0.77116,0.43599,1.59376,1.24996,1.55976,0.000410409,0.000410409,0.000410409
38,118.686,1.46417,1.22418,1.42692,0.90032,0.63649,0.7845,0.43869,1.59966,1.24655,1.56569,0.000382115,0.000382115,0.000382115
39,121.058,1.44151,1.19857,1.4246,0.75291,0.72854,0.78481,0.43236,1.61429,1.26074,1.57784,0.00035382,0.00035382,0.00035382
40,124.478,1.45715,1.21862,1.43923,0.82664,0.67432,0.77969,0.43271,1.61039,1.26178,1.57194,0.000325526,0.000325526,0.000325526
41,129.27,1.35281,1.17704,1.32609,0.91903,0.64383,0.78714,0.4388,1.60073,1.25773,1.55676,0.000297232,0.000297232,0.000297232
42,132.077,1.35881,1.29481,1.38974,0.92989,0.65237,0.79055,0.44662,1.59178,1.25833,1.5445,0.000268938,0.000268938,0.000268938
43,134.574,1.39565,1.18141,1.35652,0.90734,0.64606,0.79172,0.44717,1.58692,1.25913,1.53504,0.000240644,0.000240644,0.000240644
44,137.533,1.32238,1.17179,1.3457,0.84347,0.68199,0.79065,0.44343,1.59593,1.27311,1.53332,0.000212349,0.000212349,0.000212349
45,140.776,1.36236,1.15562,1.32766,0.90086,0.65944,0.78855,0.44398,1.5998,1.27056,1.53374,0.000184055,0.000184055,0.000184055
46,143.059,1.33832,1.11369,1.35017,0.88327,0.67958,0.79043,0.4437,1.60151,1.25426,1.53595,0.000155761,0.000155761,0.000155761
47,145.365,1.37333,1.19135,1.36708,0.92235,0.67031,0.7882,0.44282,1.60324,1.25634,1.53821,0.000127467,0.000127467,0.000127467
48,148.108,1.31177,1.157,1.37006,0.89549,0.68235,0.78737,0.44302,1.59932,1.25753,1.54054,9.91726e-05,9.91726e-05,9.91726e-05
49,150.317,1.35203,1.19266,1.35951,0.90045,0.68176,0.78713,0.44282,1.59765,1.259,1.54087,7.08784e-05,7.08784e-05,7.08784e-05
50,153.963,1.37195,1.18076,1.39897,0.89734,0.67268,0.78014,0.44054,1.59526,1.26376,1.54188,4.25842e-05,4.25842e-05,4.25842e-05
